PostID,PostDescription,PostedBy,IsPublic,IsOnlyForFriends,GroupID,DatePosted
665,Does anyone know when the library is open during the holidays?,4,false,false,1,3/1/2024
666,How do I join the student council?,1,true,true,2,8/2/2023
667,Forming a study group for Organic Chemistry—anyone interested?,2,false,false,2,3/19/2024
668,Does anyone know when the library is open during the holidays?,3,false,true,3,3/23/2024
669,Can someone explain the concept of statistical regression?,3,true,false,5,8/8/2023
670,Any tips on staying motivated during the exam season?,1,true,true,1,3/1/2024
671,What’s the best way to prepare for the final exams?,3,true,true,2,4/4/2023
672,Looking for study buddies for the upcoming exams!,2,false,true,1,2/11/2024
673,Is anyone available for a group project on Monday?,3,true,true,1,3/25/2024
674,Who else is excited about the upcoming university festival?,5,false,true,1,7/8/2023
675,What’s the best way to prepare for the final exams?,4,false,true,2,8/9/2023
676,What’s the best way to prepare for the final exams?,3,false,false,2,7/8/2023
677,I’m struggling with my thesis. Any tips?,5,true,false,1,8/16/2023
678,Can someone share their experience with online classes this semester?,3,true,false,5,11/3/2023
679,Can someone explain the concept of statistical regression?,2,false,false,3,6/2/2024
680,Who’s interested in joining a debate club?,1,true,true,2,4/9/2024
681,Can anyone help me with the assignment in Advanced Calculus?,3,false,true,4,10/3/2023
682,Can anyone help me with the assignment in Advanced Calculus?,4,true,false,4,10/27/2023
683,How do I join the student council?,2,true,false,1,8/9/2024
684,Does anyone know when the library is open during the holidays?,3,true,true,3,7/17/2023
685,Need advice on balancing work and study. Any suggestions?,5,false,false,4,5/7/2023
686,Who else is excited about the upcoming university festival?,5,false,true,3,2/22/2023
687,Is anyone available for a group project on Monday?,5,false,false,2,9/23/2023
688,Can anyone help me with the assignment in Advanced Calculus?,3,false,false,3,5/16/2023
689,What’s the best way to prepare for the final exams?,4,false,false,3,2/28/2023
690,Looking for study buddies for the upcoming exams!,5,true,true,1,6/11/2024
691,What’s the best way to prepare for the final exams?,2,true,false,1,3/10/2023
692,Need advice on balancing work and study. Any suggestions?,4,false,true,5,6/13/2023
693,Any tips on staying motivated during the exam season?,1,true,false,2,8/18/2024
694,Who’s interested in joining a debate club?,3,true,false,4,8/16/2024
695,Need advice on balancing work and study. Any suggestions?,2,false,true,1,9/16/2023
696,Any tips on staying motivated during the exam season?,2,true,false,4,3/17/2024
697,Can someone share their experience with online classes this semester?,3,true,true,5,6/22/2024
698,Any tips on staying motivated during the exam season?,4,false,false,3,8/13/2023
699,Seeking help with coding assignments. Any volunteers?,4,true,true,5,8/24/2024
700,Can anyone help me with the assignment in Advanced Calculus?,2,false,true,4,3/20/2024
701,Any tips on staying motivated during the exam season?,2,false,false,4,1/29/2023
702,Who’s interested in joining a debate club?,3,true,true,4,7/15/2023
703,Who else is excited about the upcoming university festival?,2,false,false,5,1/3/2024
704,Is anyone available for a group project on Monday?,3,false,false,4,12/15/2023
705,How do I join the student council?,4,false,true,4,5/4/2024
706,Can someone explain the concept of statistical regression?,4,false,false,5,8/17/2023
707,Need advice on balancing work and study. Any suggestions?,5,true,false,4,4/17/2023
708,I’m struggling with my thesis. Any tips?,5,true,false,4,6/23/2024
709,Can anyone help me with the assignment in Advanced Calculus?,2,true,true,3,11/14/2023
710,Can anyone help me with the assignment in Advanced Calculus?,1,false,false,5,7/23/2023
711,Who’s interested in joining a debate club?,1,true,true,3,8/23/2023
712,I’m struggling with my thesis. Any tips?,5,true,true,3,3/29/2023
713,Is anyone available for a group project on Monday?,2,false,true,5,11/29/2023
714,Does anyone have notes for yesterday's History lecture?,4,true,false,5,1/10/2023
715,How do I join the student council?,4,false,true,5,9/1/2023
716,Can someone share their experience with online classes this semester?,4,false,false,2,7/21/2024
717,I’m struggling with my thesis. Any tips?,3,false,false,3,4/10/2023
718,Can anyone help me with the assignment in Advanced Calculus?,5,false,true,2,3/30/2024
719,What’s the easiest way to memorize historical dates?,5,true,true,2,8/30/2023
720,Does anyone know when the library is open during the holidays?,4,true,true,2,2/11/2023
721,Looking for recommendations on elective courses for next semester.,4,true,true,4,3/28/2023
722,I’m struggling with my thesis. Any tips?,1,false,true,5,3/26/2023
723,Need advice on balancing work and study. Any suggestions?,2,true,true,4,10/15/2023
724,Does anyone have notes for yesterday's History lecture?,1,false,true,3,3/20/2024
725,Is anyone available for a group project on Monday?,2,true,true,5,4/19/2023
726,Forming a study group for Organic Chemistry—anyone interested?,5,false,false,2,4/2/2023
727,Looking for recommendations on elective courses for next semester.,5,true,true,3,4/2/2023
728,What’s the best coffee shop on campus for studying?,5,true,true,3,5/17/2024
729,Looking for study buddies for the upcoming exams!,2,false,true,3,7/19/2024
730,Is anyone available for a group project on Monday?,1,true,true,4,4/10/2023
731,Can someone share their experience with online classes this semester?,3,false,false,1,7/10/2024
732,Who else is excited about the upcoming university festival?,4,false,true,3,2/3/2024
733,Need advice on balancing work and study. Any suggestions?,4,false,true,5,3/9/2023
734,Seeking help with coding assignments. Any volunteers?,5,false,false,3,3/11/2023
735,Can someone explain the concept of statistical regression?,5,false,true,3,3/15/2024
736,How do I join the student council?,1,false,false,2,9/3/2023
737,Seeking help with coding assignments. Any volunteers?,4,false,false,1,7/11/2024
738,Looking for study buddies for the upcoming exams!,3,false,false,2,2/14/2023
739,Forming a study group for Organic Chemistry—anyone interested?,1,true,false,3,8/7/2024
740,Looking for recommendations on elective courses for next semester.,2,true,false,3,4/6/2023
741,What’s the best way to prepare for the final exams?,2,false,false,3,10/31/2023
742,Forming a study group for Organic Chemistry—anyone interested?,3,false,false,4,10/17/2023
743,Is anyone available for a group project on Monday?,2,true,false,4,9/29/2023
744,What’s the best way to prepare for the final exams?,3,true,true,4,9/23/2023
745,Can someone share their experience with online classes this semester?,5,true,true,4,12/5/2023
746,Any tips on staying motivated during the exam season?,4,false,true,1,6/13/2023
747,What’s the best way to prepare for the final exams?,2,true,true,5,6/4/2023
748,Does anyone know when the library is open during the holidays?,3,false,false,5,4/7/2023
749,Any tips on staying motivated during the exam season?,2,true,true,5,6/25/2023
750,Looking for recommendations on elective courses for next semester.,4,false,true,4,10/18/2023
751,What’s the easiest way to memorize historical dates?,2,true,false,4,6/13/2023
752,Need advice on balancing work and study. Any suggestions?,5,true,true,2,1/25/2024
753,Need advice on balancing work and study. Any suggestions?,5,true,false,2,6/20/2023
754,Can someone share their experience with online classes this semester?,3,true,true,4,5/2/2024
755,Forming a study group for Organic Chemistry—anyone interested?,5,true,true,2,12/14/2023
756,What’s the best coffee shop on campus for studying?,4,true,true,5,9/30/2023
757,What’s the best way to prepare for the final exams?,1,false,false,2,1/21/2023
758,Looking for study buddies for the upcoming exams!,2,true,true,1,7/13/2023
759,I’m struggling with my thesis. Any tips?,5,false,false,4,2/23/2024
760,What’s the easiest way to memorize historical dates?,3,false,true,5,3/20/2023
761,What’s the best coffee shop on campus for studying?,3,false,false,1,7/18/2024
762,What’s the easiest way to memorize historical dates?,2,false,true,1,4/26/2023
763,Can someone explain the concept of statistical regression?,3,true,true,4,9/19/2023
764,Looking for someone to review my essay on environmental policies.,4,false,false,2,6/4/2023
765,Who else is excited about the upcoming university festival?,1,true,true,4,6/8/2024
766,Can someone share their experience with online classes this semester?,5,true,false,1,10/11/2023
767,What’s the best way to prepare for the final exams?,5,false,false,3,8/22/2024
768,Who’s interested in joining a debate club?,1,true,false,2,9/28/2023
769,Does anyone have notes for yesterday's History lecture?,5,true,false,3,7/17/2024
770,Looking for someone to review my essay on environmental policies.,4,true,false,3,6/2/2024
771,Seeking help with coding assignments. Any volunteers?,2,true,true,2,12/2/2023
772,Does anyone have notes for yesterday's History lecture?,2,true,false,1,1/16/2024
773,What’s the best way to prepare for the final exams?,4,false,true,2,8/16/2023
774,Who else is excited about the upcoming university festival?,5,false,true,3,12/7/2023
775,Does anyone have notes for yesterday's History lecture?,4,true,true,4,6/23/2024
776,Seeking help with coding assignments. Any volunteers?,5,false,false,3,5/3/2024
777,Any tips on staying motivated during the exam season?,2,true,false,4,4/19/2024
778,Looking for study buddies for the upcoming exams!,4,true,true,4,3/19/2024
779,Does anyone have notes for yesterday's History lecture?,2,true,true,2,8/19/2024
780,Is anyone available for a group project on Monday?,5,false,false,2,5/4/2024
781,Can someone explain the concept of statistical regression?,3,true,false,3,3/6/2023
782,How do I join the student council?,1,false,true,5,8/8/2023
783,Does anyone know when the library is open during the holidays?,2,true,true,3,12/23/2023
784,Does anyone have notes for yesterday's History lecture?,5,false,false,4,6/5/2023
785,Is anyone available for a group project on Monday?,5,false,true,5,7/18/2023
786,Does anyone know when the library is open during the holidays?,2,true,true,3,6/1/2023
787,Looking for recommendations on elective courses for next semester.,3,true,false,5,5/13/2023
788,How do I join the student council?,5,true,false,3,1/11/2024
789,What’s the easiest way to memorize historical dates?,3,false,true,1,5/14/2023
790,Seeking help with coding assignments. Any volunteers?,4,false,false,2,3/31/2024
791,Looking for recommendations on elective courses for next semester.,1,false,false,4,12/31/2023
792,How do I join the student council?,5,true,true,2,5/3/2023
793,Need advice on balancing work and study. Any suggestions?,2,true,false,4,2/6/2024
794,What’s the best way to prepare for the final exams?,5,true,true,3,8/19/2023
795,Can someone share their experience with online classes this semester?,3,true,false,4,1/3/2023
796,I’m struggling with my thesis. Any tips?,3,true,true,3,5/25/2023
797,How do I join the student council?,4,false,false,4,1/5/2024
798,What’s the best way to prepare for the final exams?,5,true,true,1,1/28/2023
799,Looking for study buddies for the upcoming exams!,2,true,true,1,4/26/2024
800,Need advice on balancing work and study. Any suggestions?,5,true,false,4,7/19/2024
801,Can someone explain the concept of statistical regression?,2,false,false,2,8/4/2024
802,Looking for study buddies for the upcoming exams!,1,true,false,2,7/28/2024
803,Looking for recommendations on elective courses for next semester.,2,true,false,2,9/2/2023
804,Looking for study buddies for the upcoming exams!,5,true,false,5,7/20/2024
805,Can someone share their experience with online classes this semester?,5,true,true,1,5/11/2024
806,Does anyone know when the library is open during the holidays?,5,true,true,5,1/1/2024
807,Who’s interested in joining a debate club?,3,true,false,2,9/5/2023
808,Is anyone available for a group project on Monday?,2,false,false,3,10/13/2023
809,Seeking help with coding assignments. Any volunteers?,1,false,false,2,11/30/2023
810,Looking for study buddies for the upcoming exams!,3,true,false,2,5/19/2024
811,Can someone explain the concept of statistical regression?,4,false,false,3,1/7/2024
812,What’s the best way to prepare for the final exams?,5,false,false,2,5/14/2024
813,Looking for someone to review my essay on environmental policies.,3,true,true,5,4/28/2023
814,Looking for someone to review my essay on environmental policies.,2,true,true,2,1/17/2023
815,Forming a study group for Organic Chemistry—anyone interested?,2,false,false,1,6/14/2024
816,Can anyone help me with the assignment in Advanced Calculus?,2,true,false,4,4/27/2023
817,What’s the easiest way to memorize historical dates?,3,false,false,1,4/26/2023
818,Looking for someone to review my essay on environmental policies.,3,false,false,5,8/28/2023
819,Forming a study group for Organic Chemistry—anyone interested?,3,true,false,2,2/5/2024
820,Can someone explain the concept of statistical regression?,3,false,true,4,4/13/2023
821,Is anyone available for a group project on Monday?,2,true,true,2,1/18/2023
822,I’m struggling with my thesis. Any tips?,4,true,true,3,8/24/2023
823,Looking for recommendations on elective courses for next semester.,5,false,true,2,9/19/2023
824,What’s the best way to prepare for the final exams?,4,true,true,4,9/20/2023
825,Can anyone help me with the assignment in Advanced Calculus?,1,false,true,2,4/1/2023
826,What’s the easiest way to memorize historical dates?,4,false,false,3,7/1/2023
827,What’s the easiest way to memorize historical dates?,4,true,false,2,1/29/2024
828,What’s the best way to prepare for the final exams?,1,false,false,3,8/6/2024
829,Need advice on balancing work and study. Any suggestions?,2,false,false,4,10/4/2023
830,Does anyone have notes for yesterday's History lecture?,5,false,false,3,6/13/2024
831,Who else is excited about the upcoming university festival?,4,false,true,1,11/24/2023
832,Any tips on staying motivated during the exam season?,1,false,true,2,4/29/2024
833,Can anyone help me with the assignment in Advanced Calculus?,4,false,false,1,2/7/2023
834,Who’s interested in joining a debate club?,1,true,true,3,1/28/2024
835,Looking for recommendations on elective courses for next semester.,2,true,false,5,8/13/2024
836,Does anyone have notes for yesterday's History lecture?,2,false,false,2,4/19/2023
837,What’s the best way to prepare for the final exams?,4,false,true,4,7/26/2024
838,Who’s interested in joining a debate club?,2,false,false,5,4/20/2024
839,Can someone explain the concept of statistical regression?,5,true,true,2,2/24/2023
840,Does anyone have notes for yesterday's History lecture?,1,true,true,1,3/15/2023
841,Seeking help with coding assignments. Any volunteers?,3,false,false,4,4/30/2023
842,Can someone explain the concept of statistical regression?,2,false,false,3,1/21/2024
843,Does anyone have notes for yesterday's History lecture?,3,false,true,3,7/24/2024
844,Any tips on staying motivated during the exam season?,2,true,true,5,2/24/2024
845,How do I join the student council?,1,true,true,4,5/9/2023
846,Looking for someone to review my essay on environmental policies.,2,true,true,3,6/11/2023
847,What’s the best way to prepare for the final exams?,5,true,true,5,2/24/2024
848,I’m struggling with my thesis. Any tips?,3,true,false,4,8/15/2023
849,Can anyone help me with the assignment in Advanced Calculus?,3,true,false,5,10/11/2023
850,Does anyone know when the library is open during the holidays?,1,true,false,2,3/18/2023
851,Who else is excited about the upcoming university festival?,2,false,false,5,8/15/2024
852,Looking for recommendations on elective courses for next semester.,1,false,true,3,12/18/2023
853,Is anyone available for a group project on Monday?,4,false,true,3,1/29/2024
854,Seeking help with coding assignments. Any volunteers?,2,true,true,3,12/25/2023
855,Seeking help with coding assignments. Any volunteers?,3,true,true,4,11/4/2023
856,Can someone explain the concept of statistical regression?,2,true,true,4,1/2/2024
857,Can anyone help me with the assignment in Advanced Calculus?,2,false,true,2,5/9/2023
858,I’m struggling with my thesis. Any tips?,5,false,false,1,2/21/2023
859,Need advice on balancing work and study. Any suggestions?,2,true,true,1,11/16/2023
860,Looking for recommendations on elective courses for next semester.,1,false,false,2,7/7/2023
861,Need advice on balancing work and study. Any suggestions?,3,false,true,4,5/5/2023
862,Does anyone know when the library is open during the holidays?,4,false,true,4,1/27/2024
863,Can someone explain the concept of statistical regression?,2,true,true,1,1/21/2023
864,Seeking help with coding assignments. Any volunteers?,1,true,true,4,4/19/2024
865,Looking for study buddies for the upcoming exams!,5,false,true,1,3/10/2023
866,How do I join the student council?,3,true,false,3,8/6/2023
867,Seeking help with coding assignments. Any volunteers?,3,false,false,2,10/6/2023
868,Need advice on balancing work and study. Any suggestions?,4,true,false,3,10/24/2023
869,How do I join the student council?,2,true,true,4,1/16/2024
870,Need advice on balancing work and study. Any suggestions?,5,true,true,2,6/12/2023
871,Seeking help with coding assignments. Any volunteers?,4,false,true,4,4/8/2023
872,What’s the best coffee shop on campus for studying?,3,false,true,1,1/14/2024
873,Any tips on staying motivated during the exam season?,3,false,true,3,9/17/2023
874,What’s the best coffee shop on campus for studying?,1,true,true,4,1/10/2024
875,Is anyone available for a group project on Monday?,1,true,false,3,3/2/2023
876,Seeking help with coding assignments. Any volunteers?,3,false,false,5,12/20/2023
877,I’m struggling with my thesis. Any tips?,4,false,false,3,2/1/2024
878,Does anyone have notes for yesterday's History lecture?,2,true,false,3,1/18/2024
879,How do I join the student council?,1,false,true,4,11/3/2023
880,Does anyone have notes for yesterday's History lecture?,3,false,true,4,4/9/2023
881,Seeking help with coding assignments. Any volunteers?,3,false,false,1,6/23/2024
882,Seeking help with coding assignments. Any volunteers?,2,false,false,3,6/14/2023
883,Can someone explain the concept of statistical regression?,4,false,false,3,6/1/2024
884,Forming a study group for Organic Chemistry—anyone interested?,3,false,true,4,11/9/2023
885,Any tips on staying motivated during the exam season?,2,true,false,2,3/6/2023
886,Looking for study buddies for the upcoming exams!,1,true,false,5,5/20/2023
887,Can someone share their experience with online classes this semester?,5,true,true,5,3/30/2023
888,How do I join the student council?,3,false,false,2,4/30/2023
889,Does anyone have notes for yesterday's History lecture?,4,true,false,3,7/6/2024
890,I’m struggling with my thesis. Any tips?,3,false,true,2,8/28/2023
891,Forming a study group for Organic Chemistry—anyone interested?,3,true,true,1,8/31/2023
892,Can someone share their experience with online classes this semester?,2,false,true,1,3/3/2024
893,Any tips on staying motivated during the exam season?,4,true,true,4,4/1/2024
894,Is anyone available for a group project on Monday?,4,true,true,1,12/12/2023
895,Need advice on balancing work and study. Any suggestions?,3,false,true,3,9/22/2023
896,What’s the easiest way to memorize historical dates?,1,true,true,5,8/6/2024
897,Can anyone help me with the assignment in Advanced Calculus?,1,true,false,3,3/3/2024
898,What’s the best coffee shop on campus for studying?,4,true,true,5,4/22/2023
899,How do I join the student council?,2,true,false,5,1/31/2023
900,Who else is excited about the upcoming university festival?,4,true,false,4,2/28/2024
901,Can anyone help me with the assignment in Advanced Calculus?,2,true,true,5,7/13/2023
902,Looking for recommendations on elective courses for next semester.,1,false,true,4,1/15/2024
903,Is anyone available for a group project on Monday?,4,true,false,5,12/17/2023
904,Looking for study buddies for the upcoming exams!,1,false,false,1,7/8/2023
905,Can someone explain the concept of statistical regression?,4,false,false,2,8/10/2024
906,Looking for someone to review my essay on environmental policies.,1,false,false,4,6/23/2024
907,Is anyone available for a group project on Monday?,3,true,true,2,1/13/2024
908,What’s the best coffee shop on campus for studying?,5,true,true,3,2/1/2024
909,Need advice on balancing work and study. Any suggestions?,4,false,false,1,2/9/2023
910,I’m struggling with my thesis. Any tips?,5,false,false,3,6/12/2023
911,Looking for study buddies for the upcoming exams!,5,false,false,2,2/28/2023
912,Is anyone available for a group project on Monday?,1,false,true,3,2/2/2024
913,Any tips on staying motivated during the exam season?,1,true,true,4,5/3/2023
914,Is anyone available for a group project on Monday?,5,true,false,4,3/27/2023
915,Does anyone know when the library is open during the holidays?,3,true,true,1,5/9/2023
916,What’s the easiest way to memorize historical dates?,2,false,false,3,3/22/2023
917,Forming a study group for Organic Chemistry—anyone interested?,2,true,false,1,12/26/2023
918,Looking for someone to review my essay on environmental policies.,2,false,true,2,7/1/2023
919,Who’s interested in joining a debate club?,5,true,false,2,4/22/2023
920,Any tips on staying motivated during the exam season?,2,false,false,2,4/2/2023
921,Looking for someone to review my essay on environmental policies.,5,false,false,4,7/17/2023
922,How do I join the student council?,1,true,true,3,8/13/2023
923,Who’s interested in joining a debate club?,1,false,true,1,1/25/2024
924,Can someone explain the concept of statistical regression?,4,true,false,3,9/25/2023
925,How do I join the student council?,4,false,true,2,7/17/2023
926,Need advice on balancing work and study. Any suggestions?,1,true,false,3,11/3/2023
927,Can someone share their experience with online classes this semester?,4,false,true,4,6/24/2024
928,I’m struggling with my thesis. Any tips?,5,true,false,3,6/6/2023
929,Looking for someone to review my essay on environmental policies.,5,false,false,5,10/12/2023
930,What’s the easiest way to memorize historical dates?,4,false,true,2,2/10/2024
931,Who else is excited about the upcoming university festival?,3,true,true,4,1/17/2024
932,Who’s interested in joining a debate club?,1,true,false,1,8/8/2023
933,Looking for recommendations on elective courses for next semester.,2,true,true,4,7/12/2023
934,What’s the best way to prepare for the final exams?,5,false,false,5,7/29/2023
935,Looking for recommendations on elective courses for next semester.,1,true,false,2,1/29/2023
936,Any tips on staying motivated during the exam season?,2,true,true,1,6/12/2024
937,Can someone explain the concept of statistical regression?,4,true,false,2,11/3/2023
938,Who’s interested in joining a debate club?,1,true,false,2,10/21/2023
939,Looking for recommendations on elective courses for next semester.,3,true,true,5,1/19/2024
940,Looking for study buddies for the upcoming exams!,5,false,true,5,8/15/2023
941,What’s the best way to prepare for the final exams?,4,false,true,2,1/3/2023
942,Can someone share their experience with online classes this semester?,4,true,true,3,12/17/2023
943,Who else is excited about the upcoming university festival?,4,false,false,5,4/14/2024
944,Forming a study group for Organic Chemistry—anyone interested?,2,false,false,4,7/15/2023
945,Forming a study group for Organic Chemistry—anyone interested?,3,true,true,2,7/11/2023
946,What’s the easiest way to memorize historical dates?,2,false,true,3,11/4/2023
947,Forming a study group for Organic Chemistry—anyone interested?,1,true,true,1,2/3/2023
948,Can someone share their experience with online classes this semester?,2,false,false,2,4/30/2023
949,How do I join the student council?,4,true,false,3,8/15/2023
950,Seeking help with coding assignments. Any volunteers?,4,true,true,2,3/7/2024
951,Looking for study buddies for the upcoming exams!,4,false,true,2,2/29/2024
952,I’m struggling with my thesis. Any tips?,5,false,true,4,7/15/2024
953,I’m struggling with my thesis. Any tips?,2,true,true,5,5/29/2024
954,Does anyone have notes for yesterday's History lecture?,2,true,false,5,11/26/2023
955,Any tips on staying motivated during the exam season?,2,true,false,1,5/1/2024
956,Who’s interested in joining a debate club?,1,false,true,2,6/4/2024
957,How do I join the student council?,1,false,false,3,11/23/2023
958,Who’s interested in joining a debate club?,1,false,true,1,1/15/2024
959,Does anyone have notes for yesterday's History lecture?,5,false,true,4,6/30/2023
960,Who’s interested in joining a debate club?,1,false,false,2,10/13/2023
961,Looking for recommendations on elective courses for next semester.,5,true,false,5,8/14/2024
962,Looking for recommendations on elective courses for next semester.,2,false,false,5,7/4/2024
963,Any tips on staying motivated during the exam season?,1,true,false,1,4/1/2024
964,Can anyone help me with the assignment in Advanced Calculus?,4,false,false,2,1/22/2024
965,What’s the best coffee shop on campus for studying?,5,false,true,4,5/22/2024
966,Who else is excited about the upcoming university festival?,3,false,true,1,4/29/2023
967,Can anyone help me with the assignment in Advanced Calculus?,3,true,false,3,7/31/2024
968,Can anyone help me with the assignment in Advanced Calculus?,4,true,true,4,3/5/2023
969,I’m struggling with my thesis. Any tips?,4,false,false,2,5/21/2023
970,What’s the best way to prepare for the final exams?,4,true,false,1,4/25/2024
971,Looking for someone to review my essay on environmental policies.,4,true,false,1,4/9/2023
972,What’s the easiest way to memorize historical dates?,4,true,false,3,1/25/2024
973,What’s the best way to prepare for the final exams?,2,false,true,5,9/13/2023
974,Need advice on balancing work and study. Any suggestions?,2,false,true,2,4/15/2023
975,Looking for study buddies for the upcoming exams!,5,true,true,2,6/6/2023
976,Can someone explain the concept of statistical regression?,3,true,false,5,10/6/2023
977,Is anyone available for a group project on Monday?,2,false,false,4,7/13/2024
978,Seeking help with coding assignments. Any volunteers?,2,true,true,4,5/14/2024
979,Who’s interested in joining a debate club?,4,false,true,5,3/30/2024
980,Looking for someone to review my essay on environmental policies.,2,false,false,3,3/1/2023
981,Can someone explain the concept of statistical regression?,3,true,true,3,11/27/2023
982,Looking for study buddies for the upcoming exams!,3,false,false,2,3/1/2024
983,Looking for study buddies for the upcoming exams!,2,false,true,5,7/10/2024
984,Does anyone know when the library is open during the holidays?,1,false,false,4,6/26/2024
985,Is anyone available for a group project on Monday?,1,false,true,2,8/6/2023
986,Can anyone help me with the assignment in Advanced Calculus?,2,true,false,1,12/20/2023
987,Can someone explain the concept of statistical regression?,2,false,true,3,6/27/2023
988,Who’s interested in joining a debate club?,5,false,true,2,4/28/2024
989,Is anyone available for a group project on Monday?,4,false,true,1,2/29/2024
990,Does anyone have notes for yesterday's History lecture?,2,true,true,3,5/23/2024
991,What’s the best coffee shop on campus for studying?,2,false,true,4,7/3/2023
992,Can someone share their experience with online classes this semester?,3,true,true,1,1/14/2023
993,What’s the best way to prepare for the final exams?,4,false,true,2,5/20/2023
994,Looking for study buddies for the upcoming exams!,3,true,false,1,9/25/2023
995,Forming a study group for Organic Chemistry—anyone interested?,1,false,false,1,12/26/2023
996,I’m struggling with my thesis. Any tips?,4,false,false,1,10/3/2023
997,Can anyone help me with the assignment in Advanced Calculus?,4,true,true,1,7/9/2023
998,Is anyone available for a group project on Monday?,3,true,true,3,3/11/2024
999,Can anyone help me with the assignment in Advanced Calculus?,5,true,true,4,3/17/2023
1000,Does anyone know when the library is open during the holidays?,3,false,true,1,11/8/2023
